BGGId,Name,YearPublished,GameWeight,BayesAvgRating,MinPlayers,MaxPlayers,MfgPlaytime,MfgAgeRec,Kickstarted,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens
327,Loopin' Louie,1992,1.0517,6.5426,2,4,10,4,0,0,0,0,0,0,0,0,1
328,Damn the Torpedoes!,1995,1.3333,5.48699,2,6,120,12,0,0,0,1,0,0,0,0,0
329,Russian Front,1985,3.3085,5.93972,2,2,1200,12,0,0,0,1,0,0,0,0,0
330,Block Mania,1987,2.7568,5.69239,2,2,180,14,0,1,0,0,0,0,0,0,0
332,Vernissage,1993,2.7368,5.58661,3,5,60,12,0,0,0,0,0,0,0,0,0
333,Waterworks,1972,1.2075,5.48966,2,5,30,8,0,0,0,0,1,0,0,0,0
334,Advance to Boardwalk,1985,1.5507,5.45098,2,4,60,8,0,0,0,0,1,0,0,0,0
335,Breakthru,1965,2,5.5426,2,2,15,10,0,0,0,0,0,0,1,0,0
336,Jumpin,1964,1.619,5.50026,2,2,15,8,0,0,0,0,0,0,1,0,0
337,Circus Flohcati,1998,1.2233,6.17118,2,5,15,6,1,0,0,0,1,0,0,0,0
338,Bargain Hunter,1998,1.875,5.91584,3,4,45,10,0,0,1,0,1,0,0,0,0
339,Quiddler,1998,1.4273,5.83409,1,8,30,8,0,0,0,0,1,0,0,0,0
340,Frank's Zoo,1999,1.5335,6.23809,3,7,60,10,0,0,0,0,1,0,0,0,0
342,Hong Kong,1999,2.1111,5.51863,2,2,15,8,0,0,0,0,0,0,1,0,0
343,Twins,1996,1.25,5.57648,3,6,30,8,0,0,0,0,1,0,0,0,0
344,Members Only,1996,2,5.69389,3,5,60,10,0,0,0,0,1,0,0,0,0
345,Prairie Railroads,1999,3,5.53813,3,5,120,12,0,0,0,0,0,0,0,0,0
347,Fishy,1991,1.25,5.50189,3,6,30,10,0,0,0,0,0,0,0,0,0
348,Merchants of the Middle Ages,1999,3.0132,6.04218,2,4,120,10,0,0,1,0,0,0,0,0,0
349,Halunken & Spelunken,1997,1.5238,5.51603,3,4,30,10,0,0,0,0,1,0,0,0,0
350,Hattrick,1995,1.5909,5.65228,4,6,30,10,0,0,0,0,1,0,0,0,0
352,Trumpet,1990,1.45,5.66473,2,6,45,9,0,0,0,0,0,0,0,0,0
353,Inkognito: The Card Game,1997,1.66,5.47818,3,5,30,10,0,0,0,0,1,0,0,0,0
354,Stick 'Em,1993,1.9237,6.50396,3,8,60,10,0,0,1,0,0,0,0,0,0
355,Das letzte Paradies,1993,1.8571,5.51998,3,5,30,12,0,0,1,0,0,0,0,0,0
356,Ab die Post!,1996,1.3333,5.47758,3,6,45,8,0,0,0,0,1,0,0,0,0
357,Excape,1998,1.141,5.91362,3,6,30,8,0,0,0,0,1,0,0,0,0
359,Bucket Brigade,1998,1.2759,5.64817,3,5,30,7,0,0,0,0,1,0,0,0,0
360,Quests of the Round Table,1995,1.8621,5.47675,2,4,60,10,0,1,0,0,1,0,0,0,0
361,Hare & Tortoise,1973,1.9358,6.29764,2,6,45,8,0,0,0,0,1,0,0,0,0
362,Elefantenparade,1988,1.2857,5.52455,2,4,20,12,0,0,0,0,0,0,0,0,0
363,Cat Blues,1998,1.4286,5.62397,2,6,30,10,0,0,0,0,1,0,0,0,0
364,Samarkand,1980,1.9494,5.80122,2,5,40,9,0,0,1,0,0,0,0,0,0
365,Tricks,1995,1.4286,5.49911,3,5,30,10,0,0,0,0,0,0,0,0,0
366,Viva Pamplona!,1992,1.38,5.67111,2,6,45,8,0,0,0,0,1,0,0,0,0
367,Overthrone,1999,2.1818,5.47236,3,6,90,12,0,0,0,0,0,0,0,0,0
368,Relationship Tightrope,1999,1.3407,5.75331,3,5,30,8,0,0,0,0,1,0,0,0,0
369,5ive Straight,1958,1.7,5.60053,2,9,20,7,0,0,0,0,1,0,0,0,0
371,Mystery Rummy: Murders in the Rue Morgue,1999,1.7067,5.90106,2,4,40,8,0,0,0,0,1,0,0,0,0
372,Schotten Totten,1999,1.7244,7.00475,2,2,20,8,0,0,0,0,1,0,0,0,0
373,Wrott & Swindlers,1995,1.8,5.53117,3,6,90,0,0,0,0,0,0,0,0,0,0
374,Colorado County,1998,2.4706,5.56311,2,4,60,10,0,0,0,0,0,0,0,0,0
375,6 Billion,1999,2.6875,5.48028,2,5,120,12,0,0,1,0,0,0,0,0,0
376,DruidenWalzer,1999,2.3875,5.61679,2,2,45,12,0,0,1,0,0,0,1,0,0
378,Lancashire Railways,1998,3.1429,5.59342,3,6,120,12,0,0,1,0,0,0,0,0,0
379,Express,1990,1.6757,5.68275,2,6,60,8,0,0,0,0,1,0,0,0,0
380,Polarity,1986,1.6786,5.92054,2,4,20,8,0,0,0,0,0,0,1,0,0
381,X Pasch,1996,2.5,5.54064,3,6,90,8,0,0,0,0,0,0,0,0,0
382,Heimlich & Co.,1984,1.485,6.12712,2,7,30,8,0,0,0,0,1,0,0,0,0
383,Turf Horse Racing,1995,1.8,5.55685,3,6,60,10,0,0,0,0,1,0,0,0,0
384,TurfMaster,1998,1.9579,6.12597,2,8,75,10,0,1,0,0,1,0,0,0,0
386,Pirateer,1978,1.4783,5.47835,2,4,15,8,0,0,0,0,1,0,0,0,0
387,Corruption,2000,1.8276,5.54951,3,7,45,10,0,0,1,0,1,0,0,0,0
388,Finale,1998,1.8611,5.52978,2,2,30,12,0,0,0,0,1,0,0,0,0
389,Die Mauer,1997,1.2917,5.5824,3,6,30,8,0,0,0,0,0,0,0,0,0
391,Ocean,1999,1,5.48006,2,6,20,8,0,0,0,0,0,0,0,0,0
392,Brawl,1999,1.3694,5.82321,2,7,15,10,1,1,0,0,1,0,0,0,0
393,Dinosaurs of the Lost World,1987,1.8889,5.69879,1,4,90,8,0,0,0,0,1,0,0,0,0
394,Kahuna,1998,2.0541,6.42505,2,2,40,10,0,0,0,0,0,0,1,0,0
396,Der dreizehnte Holzwurm,1998,1.2308,5.53301,2,6,45,8,0,0,0,0,0,0,0,0,0
397,Diskwars,1999,2.3958,5.58409,2,8,90,10,0,0,0,0,0,1,0,0,0
398,Wildlife Safari,1994,1.2945,6.21996,2,5,30,7,0,0,0,0,1,0,0,0,0
399,Tom Clancy's Politika,1997,2.7368,5.34971,2,8,90,12,0,0,1,0,0,0,0,0,0
400,Shanghai,1997,1.7,5.48419,3,6,30,12,0,0,0,0,0,0,0,0,0
401,Gold Connection,1992,1.8182,5.57994,2,4,60,10,0,0,0,0,0,0,0,0,0
403,Elk Fest,1999,1.0497,5.83382,2,2,15,8,0,0,0,0,1,0,0,0,0
404,Worm Up!,1994,1.0976,5.62551,3,5,20,7,0,0,0,0,1,0,0,0,1
406,Meteo,1989,2.3,5.49804,2,4,90,10,0,0,0,0,0,0,0,0,0
408,Zoon,1999,1.5714,5.49139,2,2,30,8,0,0,1,0,0,0,1,0,0
409,Dschungel,1999,1.75,5.474,2,4,30,10,0,0,0,0,0,0,0,0,0
410,D'raf,1997,1.75,5.52251,3,5,45,11,0,0,0,0,0,0,0,0,0
412,Yukon Company,1999,3,5.52011,4,6,120,10,0,0,0,0,0,0,0,0,0
413,Die Erben von Hoax,1999,2.1538,5.53847,3,8,45,12,0,0,0,0,0,0,0,0,0
414,Around the World in 80 Days,1986,1.64,5.56898,2,6,60,10,0,0,0,0,1,0,0,0,0
415,Espresso,1995,1,5.51158,2,6,60,6,0,0,0,0,0,0,0,0,0
416,A to Z,1992,1.5,5.56951,2,4,30,9,0,0,0,0,0,0,0,1,0
417,Edison & Co.,1998,2.0333,5.31509,2,4,45,12,0,0,1,0,1,0,0,0,0
420,Rail Baron,1977,2.2619,5.96652,3,6,240,10,0,0,1,0,0,0,0,0,0
421,1830: Railways & Robber Barons,1986,4.1642,7.25967,2,7,360,14,0,0,1,0,0,0,0,0,0
422,1835,1990,3.9896,5.94436,3,7,360,16,0,0,1,0,0,0,0,0,0
423,1856: Railroading in Upper Canada from 1856,1995,4.2485,6.37336,3,6,300,14,0,0,1,0,0,0,0,0,0
424,1870: Railroading across the Trans Mississippi from 1870,1992,4.1825,6.20279,2,6,360,14,0,0,1,0,0,0,0,0,0
425,Thunder's Edge,1999,3.125,5.54938,3,5,300,12,0,0,0,1,0,0,0,0,0
426,The Battle of the Bulge,1981,2.9149,5.68841,2,2,120,12,0,0,0,1,0,0,0,0,0
427,Grass,1980,1.5596,5.64867,2,6,60,18,0,1,0,0,0,0,0,1,0
428,Galopp Royal,1995,1.6471,5.54877,3,6,45,9,0,0,0,0,0,0,0,0,0
429,Magalon,1998,1.8947,5.53674,2,4,60,12,0,0,1,0,1,0,0,0,0
430,Asterix: Das Kartenspiel,1990,1.1429,5.5414,2,5,30,8,0,0,0,0,0,0,0,0,0
431,Alhambra: The Card Game,1992,1.7234,5.83954,2,6,45,10,0,0,0,0,1,0,0,0,0
432,6 nimmt!,1994,1.2053,6.80372,2,10,45,8,0,0,0,0,1,0,0,0,0
433,Shark,1987,2.2143,5.97895,2,6,90,12,0,0,1,0,0,0,0,0,0
434,Yucata',1996,1.7059,5.55961,2,4,30,9,0,0,0,0,0,0,1,0,0
436,Canyon,1997,1.5775,5.73986,3,6,45,10,0,0,0,0,1,0,0,0,0
437,Master Labyrinth,1991,1.7938,5.95251,2,4,30,10,0,0,0,0,1,0,0,0,0
438,Scotland Yard,1983,1.9547,6.36965,3,6,45,10,0,0,0,0,1,0,0,0,0
440,Zoff in Buffalo,1998,2.0323,5.63012,2,5,45,12,0,0,0,0,0,0,0,0,0
441,Filthy Rich,1998,1.9,5.75565,2,5,60,14,0,0,1,0,1,0,0,0,0
442,Um Reifenbreite,1979,1.9591,6.23631,2,4,90,8,0,0,1,0,1,0,0,0,0
443,Code 777,1985,2.322,6.15939,2,5,60,10,0,0,0,0,1,0,1,0,0
444,Escape from the Hidden Castle,1989,1.135,5.90531,2,8,30,8,0,0,0,0,1,0,0,0,1
445,Die Osterinsel,1994,1.6,5.53037,3,4,30,10,0,0,0,0,0,0,0,0,0
446,Avalanche,1965,1.2,5.52707,2,6,30,8,0,0,0,0,0,0,1,0,0
449,The Great Balloon Race,1991,1.35,5.58941,2,8,30,7,0,0,0,0,1,0,0,0,0
450,Octi,1999,3.2609,5.68139,2,4,30,8,0,0,0,0,0,0,1,0,0
451,Beutelschneider,1997,1.5,5.50801,3,4,30,0,0,0,0,0,0,0,0,0,0
452,Mummy Rummy,1994,1.2,5.45227,2,5,30,8,0,0,0,0,0,0,0,0,0
454,Tante Tarantel,1991,1.2143,5.55249,3,5,30,10,0,0,0,0,0,0,0,0,1
455,Am Fuß des Kilimandscharo,1995,1.2,5.50989,2,4,45,7,0,0,0,0,1,0,0,0,0
457,Jumbo Grand Prix,1998,1.4,5.52898,2,5,30,8,0,0,0,0,1,0,0,0,0
458,Sherlock Holmes: The Card Game,1991,1.4902,5.65636,3,8,60,10,0,1,0,0,0,0,0,0,0
459,Ausgebremst,1993,1.5862,5.66649,3,6,45,10,0,0,1,0,1,0,0,0,0
460,Railway Rivals,1979,2.3333,5.71929,2,6,90,10,0,0,1,0,1,0,0,0,0
461,Freibeuter,1998,1.85,5.58322,2,4,45,9,0,0,1,0,1,0,0,0,0
462,Esels-Rennen,1989,1.1818,5.49867,2,6,15,8,0,0,0,0,0,0,0,0,0
463,Magic: The Gathering,1993,3.2219,7.36873,2,2,20,13,0,0,0,0,0,1,0,0,0
464,Billabong,1992,1.9242,5.94908,2,4,30,10,0,0,0,0,1,0,1,0,0
465,Zankapfel,1993,2,5.52738,3,6,60,12,0,0,0,0,0,0,0,0,0
466,Inkognito,1988,2.156,6.19209,3,5,90,10,0,0,0,0,1,0,0,0,0
469,In Teufels Küche,1993,1.0909,5.53663,2,4,60,10,0,0,0,0,0,0,0,0,1
470,Road to the White House,1992,3.5312,5.57831,3,6,240,12,0,1,1,0,0,0,0,0,0
471,Totem,1995,2.5,5.49303,2,4,90,10,0,0,0,0,0,0,0,0,0
472,DungeonQuest,1985,1.9283,6.20879,1,4,60,10,0,1,0,0,0,0,0,0,0
473,Olé!,1996,1.4286,5.63702,3,8,30,8,0,0,0,0,0,0,0,0,0
474,Cold War,1984,2.871,5.56387,4,4,180,12,0,0,1,0,0,0,0,0,0
475,Taj Mahal,2000,2.9923,6.92434,2,5,90,12,0,0,1,0,0,0,0,0,0
476,Mr. President,1967,2.1667,5.63755,2,4,60,12,0,0,1,0,0,0,0,0,0
477,The Broadway Game,1981,2.3077,5.55606,2,6,120,12,0,0,0,0,0,0,0,0,0
478,Citadels,2000,2.0524,6.9708,2,8,60,10,0,0,1,0,1,0,0,0,0
479,Bambuti,1999,2.6923,5.53055,2,2,20,12,0,0,0,0,0,0,0,0,0
481,Carolus Magnus,2000,2.5827,6.38104,2,4,60,12,0,0,1,0,0,0,0,0,0
482,Sky Runner,1999,1.5676,5.5007,2,5,30,8,0,0,0,0,0,0,0,0,0
483,Diplomacy,1959,3.3548,6.77013,2,7,360,12,0,0,1,1,0,0,0,0,0
484,Stratego Legends,1999,2.2642,5.56434,2,8,60,8,0,0,0,0,0,1,0,0,0
485,Galloping Pigs,1992,1.1413,5.59688,2,5,30,6,0,0,0,0,1,0,0,0,0
486,Barnyard Buddies,1996,1.0333,5.52263,2,8,15,4,0,0,0,0,0,0,0,0,1
487,Power,1981,2.64,5.54515,2,4,30,10,0,0,0,1,0,0,1,0,0
488,Stake Your Claim,1985,1,5.51892,2,6,15,6,0,0,0,0,0,0,0,0,0
489,Pacal,1999,1.6667,5.53822,2,2,30,12,0,0,0,0,0,0,0,0,0
490,Warangel,2000,2.5135,5.64296,2,6,60,12,0,0,0,1,0,0,0,0,0
491,Web of Power,2000,2.4441,6.67762,3,5,60,12,0,0,1,0,1,0,0,0,0
492,Aladdin's Dragons,2000,2.4685,6.39869,3,5,90,10,0,0,1,0,1,0,0,0,0
494,Ave Caesar,1989,1.3584,6.30915,2,6,30,12,0,0,0,0,1,0,0,0,0
495,Time Pirates,2000,2.04,5.5102,3,6,60,10,0,0,0,0,0,0,0,0,0
496,Dilemma,2000,1,5.48148,3,5,30,10,0,0,0,0,0,0,0,0,0
497,Vampire,2000,1.3425,5.60741,3,5,30,10,0,0,0,0,1,0,0,0,0
499,Arbos,1999,1,5.66047,1,8,30,6,0,0,0,0,1,0,0,1,0
500,MARK,1997,1.3333,5.5156,2,4,60,10,0,0,0,0,0,0,0,0,0
501,Dschungelrennen,1989,1,5.51875,2,5,30,10,0,0,0,0,0,0,0,0,1
503,Through the Desert,1998,2.2044,6.88539,2,5,45,10,0,0,1,0,0,0,1,0,0
504,Die Verbotene Stadt,1992,1.8125,5.54341,2,4,60,12,0,0,0,0,0,0,0,0,0
505,Goldener Drache,1992,1.7778,5.51591,2,5,30,10,0,0,0,0,0,0,0,0,0
506,The Big Cheese,1998,1.3455,5.57745,3,6,30,10,0,0,0,0,1,0,0,0,0
507,Cartel,1973,2.25,5.63015,2,4,90,10,0,0,1,0,1,0,0,0,0
508,Blue Max,1983,2.2727,5.9963,2,6,60,13,0,0,0,1,0,0,0,0,0
509,The Reef,2000,1.6164,5.55627,2,2,60,10,0,0,0,0,1,0,0,0,0
510,Eschnapur,2000,2.3529,5.5207,3,5,60,10,0,0,0,0,0,0,0,0,0
511,Silverton,1991,3.25,6.10506,1,6,180,12,0,0,1,0,0,0,0,0,0
512,Holiday!,1973,2,5.52538,2,8,40,8,0,0,0,0,0,0,0,0,0
514,True Colors,1989,1.1463,5.62145,3,6,30,18,0,0,0,0,0,0,0,1,0
515,6-Tage Rennen,1986,1.76,5.66949,3,8,60,8,0,0,0,0,1,0,0,0,0
519,Mush,1994,1.7143,5.51856,2,6,60,10,0,0,0,0,0,0,0,0,0
520,Axis & Allies: Europe,1999,2.8421,6.01911,2,4,210,12,0,0,0,1,0,0,0,0,0
521,Crokinole,1876,1.25,7.66633,2,4,30,8,0,0,0,0,1,0,0,0,0
524,Desperados,1980,1.4667,5.50582,2,4,30,8,0,0,0,0,1,0,0,0,0
525,Pisa,1999,1.75,5.55272,3,5,45,12,0,0,0,0,0,0,0,0,0
526,Abalone,1987,2.1812,6.21431,2,2,30,7,0,0,0,0,0,0,1,0,0
527,GIPF,1996,2.7742,6.50606,2,2,60,9,0,0,0,0,0,0,1,0,0
528,ZÈRTZ,1999,2.7455,6.72399,2,2,60,9,0,0,0,0,0,0,1,0,0
529,Charlemagne,1998,4,5.51334,2,4,90,10,0,0,0,0,0,0,0,0,0
530,Entenrallye,1988,1.75,5.51627,2,6,60,10,0,0,0,0,0,0,0,0,0
531,Merchants of Amsterdam,2000,2.6319,6.07567,3,5,60,10,0,0,1,0,0,0,0,0,0
533,Labyrinth: The Card Game,2000,1.2239,5.51736,2,6,30,7,0,0,0,0,1,0,0,0,1
534,N.Y. Chase,1999,1.9804,5.72206,3,6,45,10,0,0,1,0,1,0,0,0,0
535,Power Barons,1986,2.0417,5.48993,3,4,30,10,0,0,1,0,1,0,0,0,0
536,Visionary,1997,1.2692,5.61501,4,8,60,8,0,0,0,0,0,0,0,0,0
538,Manager,1979,2.5333,5.56863,3,6,60,10,0,0,0,0,0,0,0,0,0
539,Dampfross,1979,2.1974,5.72648,2,6,90,10,0,0,1,0,1,0,0,0,0
540,Sisimizi,1996,1.9565,5.5998,2,4,45,10,0,0,0,0,0,0,1,0,0
541,Das Motorsportspiel,1995,2,5.8606,2,12,120,10,0,0,0,0,1,0,0,0,0
542,Animocrazy 豬事議會,2000,1.2804,5.50162,4,10,30,10,0,0,0,0,0,0,0,1,0
545,Kaleidos,1994,1.25,5.88935,2,12,60,10,0,0,0,0,0,0,0,1,0
548,Buck Rogers: Battle for the 25th Century Game,1988,2.6849,5.77422,2,6,120,10,0,0,0,1,0,0,0,0,0
549,Aerodrome,1994,2.2308,5.60132,2,12,60,12,0,0,0,1,0,0,0,0,0
550,Barbarossa,1988,1.5429,5.86215,3,4,60,12,0,0,0,0,1,0,0,1,0
551,Battle Cry,1999,2.0955,6.57006,2,2,45,10,0,0,0,1,0,0,0,0,0
552,Bus,1999,3.0417,6.70825,3,5,120,14,0,0,1,0,0,0,0,0,0
553,Chez Geek,1999,1.4183,5.5899,2,5,60,13,0,1,0,0,0,0,0,1,0
554,La Città,2000,3.2764,6.63963,2,5,120,12,0,0,1,0,0,0,0,0,0
555,The Princes of Florence,2000,3.2475,7.28771,2,5,100,12,0,0,1,0,0,0,0,0,0
556,7 Safari,2000,1.1667,5.48297,2,6,20,8,0,0,0,0,0,0,0,0,1
557,Laguna,2000,2,5.53033,2,4,30,9,0,0,0,0,0,0,0,0,0
558,Der weiße Lotus,2000,2.8571,5.58486,3,6,80,12,0,0,0,0,0,0,0,0,0
559,Metro,1997,1.6897,6.15634,2,6,30,8,1,0,1,0,1,0,0,0,0
561,Flußpiraten,1990,2.1,5.53772,3,6,90,9,0,0,0,0,0,0,0,0,0
562,Silberzwerg,2000,2.5128,5.66979,2,4,60,10,0,0,0,0,0,0,0,0,0
563,Doolittle & Waite,1986,1.8571,5.53092,2,8,30,0,0,0,0,0,0,0,0,0,0
564,Die Seidenstraße,1998,1.875,5.49387,2,7,60,10,0,0,0,0,0,0,0,0,0
565,Port Royal,2000,2.3571,5.55069,3,4,60,10,0,0,0,0,0,0,0,0,0
566,Wongar,2000,2.9762,5.64626,3,5,90,12,0,0,0,0,0,0,0,0,0
568,Rage,1983,1.4685,5.8164,2,10,45,8,0,0,0,0,1,0,0,0,0
569,Maestro,1989,1.8571,5.52909,2,4,30,8,0,0,0,0,0,0,0,0,0
571,Papua,1992,1.5714,5.53833,3,6,60,10,0,0,0,0,0,0,0,0,0
572,Battle Cattle,1996,1.5,5.49114,2,8,60,8,0,0,0,1,0,0,0,0,0
573,Grand Prix,1975,1.3636,5.54204,3,6,60,8,0,0,0,0,0,0,0,0,0
574,Devil Take the Hindmost,1991,1.5135,5.63892,3,6,30,8,0,0,0,0,1,0,0,0,0
575,Das Kollier,2000,2.5,5.49672,3,6,30,10,0,0,0,0,0,0,0,0,0
577,Parts Unknown,1999,1.9048,5.5616,4,10,90,10,0,1,1,0,0,0,0,0,0
581,Tile Chess,1999,2.6818,5.56199,2,6,90,12,0,0,0,0,0,0,1,0,0
582,Kampf um Rom,1995,3.2,5.50049,3,4,180,16,0,0,0,1,0,0,0,0,0
585,Kardinal,2000,2.1818,5.57531,2,4,20,10,0,0,0,0,0,0,1,0,0
586,Up Front,1983,3.4113,6.78893,2,3,60,12,1,0,0,1,0,0,0,0,0
587,Sumera,1999,3,5.51375,2,4,30,0,0,0,0,0,0,0,0,0,0
589,Wiz-War,1983,1.9822,6.13516,2,4,60,10,0,1,0,0,0,0,0,0,0
590,Mille Bornes,1954,1.2474,5.59803,2,6,45,8,0,0,0,0,1,0,0,0,0
592,Spades,1938,2.0349,6.19501,4,4,60,10,0,0,0,0,1,0,0,0,0
593,Favoriten,1989,1.3333,5.58641,2,5,60,9,0,0,0,0,0,0,0,0,0
594,Sleuth,1971,2.4663,6.377,3,7,45,10,0,0,1,0,0,0,0,0,0
595,Escape from Elba,1999,1.6842,5.49048,3,6,60,10,0,1,0,0,0,0,0,0,0
600,Die Weinhändler,2000,1.75,5.48562,3,6,60,10,0,0,0,0,0,0,0,0,0
601,Take Two,1996,1.1429,5.50953,2,7,30,10,0,0,0,0,0,0,0,0,0
602,Career Poker,1988,1.4118,5.62192,4,8,60,10,0,0,0,0,0,0,0,0,0
603,Putsch,1998,3.2857,5.49871,3,6,120,16,0,0,0,0,0,0,0,0,0
604,Verrat!,1999,3,5.49752,4,4,60,12,0,0,0,0,0,0,0,0,0
605,Banana Republic,1993,1.4615,5.48494,2,5,30,10,0,0,0,0,0,0,0,0,0
606,Pico 2,1997,1.1562,5.56034,2,2,5,10,0,0,0,0,0,0,0,0,0
607,Honor of the Samurai,1996,2.1818,5.61049,3,6,60,10,0,1,1,0,0,0,0,0,0
608,Siesta,1999,2.52,5.61634,2,4,60,8,0,0,0,0,0,0,1,0,0
610,Knights of the Rainbow,1999,1.2,5.47496,2,6,45,10,0,0,0,0,0,0,0,0,0
611,Ironman Football,1995,2.1667,5.51951,2,8,180,10,0,1,0,0,0,0,0,0,0
612,Kippit,1999,1,5.53639,2,2,30,5,0,0,0,0,0,0,0,0,0
613,Overboard,1978,1.8889,5.50518,2,2,15,8,0,0,0,0,0,0,1,0,0
614,Rubik's Race,1982,1.28,5.6219,2,2,5,7,0,0,0,0,0,0,0,0,0
617,Alles Futsch,1998,2,5.49358,2,5,45,12,0,0,0,0,0,0,0,0,0
618,MLB Showdown,2000,1.9444,5.56196,2,2,40,8,0,0,0,0,0,0,0,0,0
619,The Bottle Imp,1995,1.8726,6.32804,2,4,30,10,0,0,1,0,1,0,0,0,0
620,We the People,1993,2.7234,6.21228,2,2,120,12,0,0,0,1,0,0,0,0,0
621,25 Words or Less,1996,1.5319,5.74612,4,99,35,10,0,0,0,0,0,0,0,1,0
622,Change!,1999,1.2222,5.47861,2,8,30,10,0,0,0,0,1,0,0,0,0
623,Swashbuckler: A Game of Swordplay and Derring-do,1980,2.4545,5.67343,2,6,90,12,0,1,1,1,0,0,0,0,0
624,Quoridor,1997,1.8698,6.38633,2,4,15,8,0,0,0,0,0,0,1,0,0
625,Business,1998,2,5.52661,2,6,45,8,0,0,0,0,0,0,0,0,0
626,War and Peace,1980,3.3046,5.93399,2,6,180,12,0,0,0,1,0,0,0,0,0
627,Royal Tank Corps,2000,2.7059,5.53366,1,2,0,12,0,0,0,1,0,0,0,0,0
629,Q-Turn,1999,1.25,5.45561,2,4,20,8,0,0,0,0,0,0,1,0,0
630,Double Quick,1999,1.5,5.53649,2,4,20,8,0,0,0,0,0,0,0,0,0
631,Daytona 500,1990,1.7723,6.09785,2,4,70,10,0,0,1,0,1,0,0,0,0
632,Cloud 9,1999,1.1533,6.04937,3,6,30,8,0,0,0,0,1,0,0,0,0
633,Elixir,1997,1.4819,5.49641,3,8,60,10,0,0,0,0,1,0,0,1,0
634,River Dragons,2000,1.719,6.14351,2,6,30,8,0,0,0,0,1,0,0,0,0
635,Formula Motor Racing,1995,1.181,5.97687,3,6,20,8,0,0,0,0,1,0,0,0,0
637,The Stock Car Championship Racing Card Game,1995,2.1364,5.6509,2,12,20,8,0,0,1,0,0,0,0,0,0
638,Hera and Zeus,2000,2.0456,6.13678,2,2,30,12,0,0,1,0,0,0,0,0,0
639,American Megafauna,1997,3.7917,5.7282,1,4,360,9,0,0,1,0,0,0,0,0,0
642,Oodles,1992,1.3684,5.56858,3,10,20,0,0,0,0,0,0,0,0,1,0
643,Deadlands: Doomtown Range Wars,2000,2.2,5.55836,2,8,90,10,0,0,0,0,0,1,0,0,0
644,Shipwrecked,2000,1.4681,5.54005,2,4,30,12,0,0,0,0,0,0,0,0,0
645,Bosworth,1998,2.1,5.54849,2,4,60,8,0,0,0,0,0,0,1,0,0
646,Pirate's Plunder,2000,1.5556,5.46123,2,6,30,8,0,0,0,0,0,0,0,0,0
647,Mystick Domination,2000,2.8333,5.54988,2,5,30,12,0,0,0,0,0,0,0,0,0
648,Vox Populi,1999,2.1111,5.44938,3,6,90,12,0,0,0,0,0,0,0,0,0
649,Thieves of Bagdad,1999,2.1667,5.52548,3,6,90,10,0,0,0,0,0,0,0,0,0
650,Fairy Meat,2000,1.625,5.51916,2,100,60,12,0,1,0,0,0,0,0,0,0
651,Zero Down,1998,1.2444,5.79953,2,5,20,8,0,0,0,0,1,0,0,0,0
652,X-Net,1999,2.5,5.50485,3,6,120,12,0,0,0,0,0,0,0,0,0
653,Shit!,1996,1.1765,5.49422,2,6,20,8,0,0,0,0,0,0,0,0,0
655,Castle,2000,1.9024,5.78577,2,5,30,14,0,0,0,0,1,0,0,0,0
657,Münchhausen,1996,1.0909,5.51994,3,8,30,8,0,0,0,0,0,0,0,0,0
660,Riffifi,2000,1,5.53013,3,5,15,10,0,0,0,0,0,0,0,0,0
661,Where's Bob's Hat?,1990,1.5814,5.63652,3,5,45,10,0,0,0,0,0,0,0,0,0
663,Siege,1999,1,5.48744,2,2,30,10,0,0,0,0,0,0,0,0,0
665,Quackshot,1995,1,5.55234,2,4,10,6,0,0,0,0,0,0,0,0,1
666,Stump,1968,1,5.51543,2,4,30,10,0,0,0,0,0,0,0,0,0
668,Sternenhimmel,1995,2.0811,5.68978,3,5,30,10,0,0,1,0,0,0,0,0,0
669,Plague & Pestilence,1993,1.3784,5.66063,2,6,45,0,0,1,0,0,0,0,0,0,0
670,Starship Troopers,1976,3.1071,5.89882,1,2,120,12,0,0,0,1,0,0,0,0,0
671,Bull Run: The First Major Battle of the American Civil War,1983,3,5.58298,2,2,240,12,0,0,0,1,0,0,0,0,0
673,Star Traders,1987,2.3182,5.58998,2,6,120,12,0,0,1,0,0,0,0,0,0
674,J.U.M.P. Into the Unknown,1999,2.7778,5.48474,1,4,120,10,0,0,0,1,0,0,0,0,0
675,4th Dimension,1977,2,5.48728,2,2,45,12,0,0,0,0,0,0,1,0,0
676,Ninja Wars,1998,1,5.48756,2,4,30,10,0,0,0,0,0,0,0,0,0
677,Would You Rather...?,1998,1.2045,5.15294,3,8,20,12,0,0,0,0,0,0,0,0,0
679,Minion Hunter,1992,1.8824,5.55837,1,6,60,12,0,0,0,0,0,0,0,0,0
680,Dune,1984,2.16,5.52522,2,4,90,10,0,1,0,0,0,0,0,0,0
681,Quarto,1991,1.9283,6.53823,2,2,20,8,0,0,0,0,0,0,1,0,0
684,Monopoly: The Card Game,2000,1.4681,5.49104,2,6,30,8,0,0,0,0,1,0,0,0,0
685,Marrakesh,1978,2,5.54973,2,2,45,0,0,0,0,0,0,0,1,0,0
686,Dr. Jekyll & Mr. Hyde,1997,2.3611,5.77263,3,4,60,10,0,0,1,0,0,0,0,0,0
