BGGId,Name,YearPublished,GameWeight,BayesAvgRating,MinPlayers,MaxPlayers,MfgPlaytime,MfgAgeRec,Kickstarted,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens
92363,Amateurs to Arms!,2012,3.25,5.72538,2,2,150,12,0,0,0,1,0,0,0,0,0
92415,Skull,2011,1.1333,7.01299,3,6,45,10,0,0,0,0,0,0,0,1,0
92465,Sporz Original Outbreak,2011,1.6667,5.53154,7,20,75,10,0,0,0,0,0,0,0,0,0
92497,Pass the Pigs: Pig Party Edition,2011,1,5.48871,2,4,20,7,0,0,0,0,0,0,0,0,0
92499,Djam,2011,1,5.51163,2,6,15,10,0,0,0,0,0,0,0,0,0
92591,Das große Kullern,2011,1.2,5.53273,2,4,20,6,0,0,0,0,0,0,0,0,0
92643,Artus,2011,2.2159,5.80487,2,4,60,9,0,0,0,0,1,0,1,0,0
92644,Schnappt Hubi!,2011,1.3,5.74305,2,4,20,5,0,0,0,0,0,0,0,0,1
92646,The Million Pound Drop,2010,1.25,5.48375,2,0,0,12,0,0,0,0,0,0,0,0,0
92661,O Jogo da Enciclopédia,2000,1,5.51607,3,6,60,10,0,0,0,0,0,0,0,0,0
92666,Hegemonic,2013,3.6727,5.79882,2,6,180,13,1,0,1,0,0,0,0,0,0
92759,Russian Civil War 1918-1922 (Second Edition),2011,3,5.56815,1,6,240,12,0,0,0,1,0,0,0,0,0
92776,Guards! Guards! A Discworld Boardgame,2011,2.6286,5.47214,2,6,120,11,0,1,0,0,0,0,0,0,0
92777,Ragnarök: Aesir and Jötunn,2011,1.625,5.5287,2,2,20,8,0,0,0,0,0,0,0,0,0
92828,Dixit: Odyssey,2011,1.1833,7.22569,3,12,30,8,0,0,0,0,0,0,0,1,0
92838,Pitch'n Dunk,2011,1.8333,5.54963,2,2,20,8,0,0,0,0,0,0,0,0,0
92852,Say Anything Family Edition,2011,1.2857,5.69677,3,6,30,8,0,0,0,0,1,0,0,1,0
92876,Jurassik,2011,1,5.53257,2,4,15,5,0,0,0,0,0,0,0,0,0
92879,Clumsy Witch,2011,1.3333,5.50763,2,4,15,5,0,0,0,0,0,0,0,0,0
92960,S'mores Card Game,2009,1,5.46614,2,6,0,6,0,0,0,0,0,0,0,0,0
93001,IceDice,2011,1.1429,5.59207,2,4,5,14,0,0,0,0,1,0,0,0,0
93041,Guilty Gods,2011,2.3333,5.50186,2,2,20,12,0,0,0,0,0,0,0,0,0
93044,Tohuwabohu,2011,1.5,5.51126,2,4,20,8,0,0,0,0,0,0,0,0,0
93094,Gotcha!,2011,1.25,5.49635,3,8,30,14,0,0,0,0,0,0,0,0,0
93134,Einfach tierisch,2011,1,5.51211,2,5,20,8,0,0,0,0,0,0,0,0,0
93138,Schlacht am Buffet,2011,1.6667,5.5527,3,6,30,8,0,0,0,0,0,0,0,0,0
93164,Spline,2011,1,5.50256,2,2,10,6,0,0,0,0,0,0,1,0,0
93185,Tetris Link,2011,1.2941,5.59622,2,4,15,6,0,0,0,0,1,0,1,0,0
93194,11,2011,2.7609,5.60196,3,6,90,12,0,1,1,0,0,0,0,0,0
93260,Summoner Wars: Master Set,2011,2.5114,7.19143,2,4,60,9,0,0,1,0,0,1,0,0,0
93271,Convocados,2011,1.3333,5.501,2,2,25,8,0,0,0,0,0,0,0,0,0
93275,Conquian,1897,2,5.49774,2,4,10,7,0,0,0,0,0,0,0,0,0
93287,Final Fantasy Trading Card Game,2011,2,5.67599,2,2,30,12,0,0,0,0,0,0,0,0,0
93400,Paperclip Railways,2011,2.5,5.59051,2,5,45,10,0,0,0,0,0,0,0,0,0
93402,Kart sur Glace,2011,1.2,5.51674,2,5,30,8,0,0,0,0,1,0,0,0,0
93463,Picnic Blitz,2010,1.25,5.50365,2,4,30,7,0,0,0,0,0,0,0,0,0
93472,Ubongo: Das Kartenspiel,2011,1.1111,5.53858,2,4,20,8,0,0,0,0,0,0,0,0,0
93493,Perigon,2011,2.5,5.51693,2,2,40,8,0,0,0,0,0,0,0,0,0
93522,Tetris: The Card Game,2011,1,5.40983,1,4,10,8,0,0,0,0,0,0,0,0,0
93537,Giza: The Great Pyramid,2012,3,5.59171,3,4,90,12,0,0,0,0,0,0,0,0,0
93538,Battleship Galaxies,2011,2.3838,5.9355,2,4,70,13,0,1,0,1,0,0,0,0,0
93540,Five Points: Gangs of New York,2013,2.5294,5.57401,3,5,108,12,0,0,1,0,0,0,0,0,0
93541,Urbania,2012,2.3488,5.72143,2,5,45,10,0,0,0,0,1,0,0,0,0
93555,Miss Lupun…und das Geheimnis der Zahlen,2011,1.4286,5.51814,2,6,30,8,0,0,0,0,0,0,0,0,0
93563,Whitewater,2012,1.5385,5.55879,2,6,60,8,0,0,0,0,0,0,0,0,0
93575,Double Double Dominoes,2012,1.6,5.51139,2,4,45,8,0,0,0,0,0,0,0,0,0
93577,Rocket Jockey,2012,2.1579,5.50927,2,4,60,10,0,0,1,0,0,0,0,0,0
93578,Ugh!,2012,1.2222,5.50407,2,6,15,8,0,0,0,0,0,0,0,0,0
93594,Keezbord,2007,1.5,5.50266,2,8,60,6,0,0,0,0,0,0,0,0,0
93678,Spring Fever,2011,1.2,5.51546,3,6,20,8,0,0,0,0,0,0,0,0,0
93679,Aether Captains: Capek Golems,2011,1.7143,5.51609,2,2,20,10,0,0,0,0,0,0,0,0,0
93688,The Sneaky Snacky Squirrel Game,2011,1.05,5.38906,2,4,15,3,0,0,0,0,0,0,0,0,1
93724,Black Gold,2011,2.5882,6.02741,2,5,120,13,0,0,1,0,0,0,0,0,0
93733,Volle Scholle,2011,1.5556,5.54311,3,4,20,8,0,0,0,0,0,0,0,0,0
93819,War of Honor,2011,3.3529,5.61107,2,4,60,12,0,0,0,0,0,1,0,0,0
93867,A Dash of Peiper,2010,1.5333,5.50609,2,2,30,10,0,0,0,1,0,0,0,0,0
93879,Grave Business,2011,2.5,5.53481,2,4,45,13,0,0,0,0,0,0,0,0,0
93895,Dwarf King's Hold: Dead Rising,2011,2.6923,5.56338,2,2,45,10,0,1,0,0,0,0,0,0,0
93971,Nile DeLuxor,2011,1.5135,5.84643,2,6,30,8,0,0,0,0,1,0,0,0,0
93997,1000 and One Treasures,2010,1.2,5.52328,2,4,20,5,0,0,0,0,1,0,0,0,1
94002,Nitro Dice,2011,2.4,5.49148,2,6,60,9,0,0,0,0,0,0,0,0,0
94073,Hit the Deck,2009,1,5.48511,2,6,30,8,0,0,0,0,0,0,0,0,0
94104,Omen: A Reign of War,2011,2.3438,6.38,2,2,30,12,1,0,1,0,0,0,0,0,0
94116,Schlag den Raab: Das 2. Spiel,2011,1.5,5.53983,2,6,45,14,0,0,0,0,0,0,0,0,0
94123,The Forgotten Planet,2011,2.4,5.52296,2,4,75,12,0,0,0,0,0,0,0,0,0
94140,"Mirror, Mirror",2011,2,5.52595,2,2,30,8,1,0,0,0,0,0,0,0,0
94142,Number Please!,2011,1.6667,5.4784,1,99,15,6,0,0,0,0,0,0,0,0,0
94246,1812: The Invasion of Canada,2012,2.1813,6.55733,2,5,90,10,0,0,1,1,0,0,0,0,0
94255,Warparty,2013,2.7619,5.58631,2,4,150,14,1,0,1,1,0,0,0,0,0
94331,Legions of Darkness,2011,2.1053,5.6102,1,1,30,10,0,1,0,1,0,0,0,0,0
94338,Paradisio,2010,1.4,5.5268,1,2,15,8,0,0,0,0,0,0,0,0,0
94346,Galapa Go,2011,1.5714,5.49906,2,6,15,8,0,0,0,0,0,0,0,0,0
94362,Rune Age,2011,2.2903,6.40475,2,4,60,13,0,1,1,0,0,0,0,0,0
94363,Vizia,2011,1.5,5.51372,2,4,30,7,0,0,0,0,0,0,0,0,0
94365,Sultans of Karaya,2011,1.7826,5.62423,5,15,60,12,0,0,0,0,1,0,0,1,0
94371,"The Battle of Blenheim, 1704",2018,3.1667,5.52695,2,2,0,0,0,0,0,1,0,0,0,0,0
94373,Dien Bien Phu: The Final Gamble,2014,3.0909,5.79332,2,2,1440,0,0,0,0,1,0,0,0,0,0
94375,The Great Game: Rival Empires in Central Asia 1837-1886,2018,2.0833,5.58236,2,2,180,0,0,0,0,1,0,0,0,0,0
94389,Urbion,2012,1.8667,5.97235,1,2,15,13,0,0,0,0,1,0,1,0,0
94396,It Never Snows,2012,2.561,5.72977,1,6,1500,14,0,0,0,1,0,0,0,0,0
94456,Color Stix,2011,1.2,5.52227,2,6,10,5,0,0,0,0,0,0,0,0,0
94476,New World Colony,2011,1.5,5.52154,1,1,10,8,0,0,0,0,0,0,0,0,0
94480,Pantheon,2011,2.7516,6.11125,2,4,90,10,0,0,1,0,1,0,0,0,0
94481,Count Your Chickens!,2010,1,5.44686,2,4,15,3,0,0,0,0,0,0,0,0,0
94483,Hoot Owl Hoot!,2010,1,5.71119,2,4,15,4,0,0,0,0,0,0,0,0,1
94484,Stone Soup,2011,1,5.50613,2,6,15,5,0,0,0,0,0,0,0,0,0
94486,Mermaid Island,2011,1,5.48508,2,6,15,5,0,0,0,0,0,0,0,0,0
94493,Zaibatsu,2010,2.7143,5.54575,2,4,120,14,0,0,0,0,0,0,0,0,0
94571,Oh Gnome You Don't!,2011,1.5556,5.51564,2,5,90,13,0,0,0,0,0,0,0,0,0
94596,Geistermühle,2011,1.3333,5.51388,2,4,20,5,0,0,0,0,0,0,0,0,0
94615,The Last King of Scotland: The Uganda-Tanzania War 1978-1979,2011,2.1818,5.55745,1,2,90,13,0,0,0,1,0,0,0,0,0
94633,Conquest Tactics,2011,2.7143,5.51322,2,2,60,13,1,0,0,0,0,1,0,0,0
94683,Coronation,2010,2,5.50673,2,6,40,10,0,0,0,0,0,0,0,0,0
94684,Spontuneous,2010,1,5.48357,4,10,30,13,0,0,0,0,0,0,0,0,0
94724,The Big Idea,2011,1,5.59294,3,6,25,8,0,0,0,0,0,0,0,1,0
94731,Heroica: Fortaan,2011,1.4242,5.63072,2,4,20,8,0,0,0,0,1,0,0,0,1
94732,Heroica: Draida,2011,1.4815,5.57262,2,2,10,7,0,0,0,0,1,0,0,0,1
94733,Heroica: Waldurk,2011,1.3214,5.60985,2,3,15,8,0,0,0,0,0,0,0,0,0
94734,Heroica: Nathuz,2011,1.5357,5.59277,2,3,15,8,0,0,0,0,0,0,0,0,0
94746,Coffee,2011,2.7143,5.54506,2,2,20,6,0,0,0,0,0,0,1,0,0
94822,Ouro de Tolo,2011,1.1667,5.54736,3,6,40,8,0,0,0,0,1,0,0,0,0
94837,Scotland Yard: Hunting Mister X,2011,1.4667,5.53521,2,4,15,8,0,0,0,0,1,0,1,0,0
94891,Kabaleo,2011,1.4,5.45128,2,4,15,8,0,0,0,0,0,0,0,0,0
94902,Dungeons & Dragons Starter Set,2008,2.7895,5.86454,2,6,60,12,0,0,0,0,0,0,0,0,0
94915,Munchkin Axe Cop,2011,1.7619,5.57911,3,6,120,10,0,0,0,0,0,0,0,0,0
94916,Zed Deck,2011,1,5.52019,1,1,5,12,0,1,0,0,0,0,0,0,0
94949,A Blood-Red Banner: The Alamo,2011,1.5,5.55304,1,2,15,10,0,0,0,1,0,0,0,0,0
94958,Drôles de petites bêtes Domino,0,1,5.49277,1,4,20,3,0,0,0,0,0,0,0,0,0
95064,Ascension: Return of the Fallen,2011,2.1583,6.64582,1,2,30,13,0,0,1,0,0,0,0,0,0
95103,Fortune and Glory: The Cliffhanger Game,2011,2.877,6.54585,1,8,240,12,0,1,0,0,0,0,0,0,0
95105,1st & Goal,2011,1.8165,6.00391,2,4,150,13,0,1,0,0,1,0,0,0,0
95115,Sopio,2011,1.2222,5.49372,1,3,20,12,0,0,0,0,0,0,0,0,0
95128,Startup Fever,2012,2.6667,5.48385,2,6,120,14,1,1,1,0,0,0,1,0,0
95234,Cthulhu Gloom,2011,1.7662,5.92646,2,5,60,13,0,1,0,0,0,0,0,0,0
95364,Cubulus,2011,2.0769,5.54931,2,3,20,8,0,0,0,0,0,0,1,0,0
95386,Tem-Purr-A,2011,1.2,5.66507,3,10,15,8,0,0,0,0,0,0,0,0,0
95449,Fame Us,2011,1.2,5.53398,4,8,15,10,0,0,0,0,0,0,0,0,0
95503,Donkey: It's a Kick!,2011,1,5.52494,3,8,45,8,0,0,0,0,0,0,0,0,0
95527,Madeira,2013,4.2921,6.97957,2,4,150,12,0,0,1,0,0,0,0,0,0
95589,Bad Grandmas,2011,1,5.48725,2,2,10,8,0,0,0,0,0,0,0,0,0
95607,Killer Bunnies and the Conquest of the Magic Carrot,2011,1.875,5.52556,2,8,60,13,0,0,0,0,0,0,0,0,0
95613,Mammut,2011,1.825,5.7113,2,5,30,8,0,0,0,0,1,0,0,0,0
95679,Oz,2011,1.4286,5.53435,2,4,30,10,0,0,0,0,0,0,0,0,0
95695,Wiochmen Wesele,2011,2,5.46296,2,5,45,15,0,0,0,0,0,0,0,0,0
95705,Urknall: The Big Bang,2011,2,5.47834,2,4,20,8,0,0,0,0,0,0,0,0,0
95710,Bop It!,1996,1,5.439,1,99,10,8,0,0,0,0,0,0,0,0,0
95756,Pick 'N' Choose,2010,1,5.55819,2,8,30,14,0,0,0,0,0,0,0,0,0
95765,Joe Name It,2011,1,5.4765,2,99,15,12,0,0,0,0,0,0,0,0,0
95800,Eckolo,2010,1.3333,5.50327,2,8,20,8,0,0,0,0,0,0,0,0,0
95810,Herding Cats,2012,1,5.49071,2,6,15,6,0,0,0,0,0,0,0,0,0
95893,The Impossible Machine,2011,1.3333,5.47848,2,5,30,6,0,0,0,0,0,0,0,0,0
96007,The New Era,2011,3.4602,6.34903,2,5,60,10,0,0,1,0,0,0,0,0,0
96026,18OE: On the Rails of the Orient Express,2014,4.551,5.84521,2,8,720,14,1,0,1,0,0,0,0,0,0
96061,"Jours de Gloire Campagne IV: Allemagne 1813, de Lützen à Leipzig",2011,3,5.57221,2,5,120,0,0,0,0,1,0,0,0,0,0
96152,Nightfall: Martial Law,2011,2.7358,6.0206,2,5,45,12,0,0,1,0,0,0,0,0,0
96157,No Retreat 2: The Africa Front 1940-1942,2011,2.7143,5.53633,2,2,50,14,0,0,0,1,0,0,0,0,0
96188,Nuts!,2011,1.0476,5.52428,2,6,15,13,0,0,0,0,1,0,0,1,0
96260,Dominant Species: The Card Game,2012,1.9059,5.71476,2,6,60,13,0,0,1,0,1,0,0,0,0
96266,Aether Captains: Triad,2011,1.75,5.52271,1,2,20,8,0,0,0,0,0,0,0,0,0
96310,Napoleon's War II: The Gates of Moscow,2011,1.6667,5.58723,2,2,60,10,0,0,0,1,0,0,0,0,0
96342,Black Stories: Holiday Edition,2011,1,5.52579,2,15,45,14,0,0,0,0,0,0,0,0,0
96345,Black Stories: Funny Death Edition,2011,1,5.61414,2,15,20,12,0,0,0,0,0,0,0,1,0
96440,Farrapos,2011,2,5.5336,2,2,60,10,0,0,0,1,0,0,0,0,0
96564,Engage,2011,3,5.52503,2,2,90,13,0,0,0,0,0,0,0,0,0
96602,Footy Manager,2011,2,5.58117,1,8,0,6,0,1,0,0,0,0,0,0,0
96608,LEGO Champion,2011,1,5.5044,3,8,30,7,0,0,0,0,0,0,0,0,0
96613,Alcatraz: The Scapegoat,2011,2.3372,5.86556,3,4,60,15,0,1,0,0,0,0,0,0,0
96626,Assault on Icecrown Citadel,2011,2.875,5.54767,4,4,40,12,0,0,0,0,0,0,0,0,0
96628,Miscellaneous Game Compilation,0,1.4167,5.46747,0,0,0,0,0,0,0,0,0,0,0,0,0
96672,TieBreaker,2011,1,5.52228,2,99,1,13,0,0,0,0,0,0,0,0,0
96703,Aether Captains: Clockwork Cabal,2011,1.7,5.52728,1,1,20,10,0,1,1,0,0,0,0,0,0
96704,Fealty,2011,2.4359,5.82507,2,4,30,14,1,0,1,0,0,0,1,0,0
96713,Deadwood,2011,2.1707,5.94598,2,5,60,13,0,0,0,0,1,0,0,0,0
96728,The Beautiful Game,0,2,5.53322,1,0,4,0,0,0,0,0,0,0,0,0,0
96749,Fading Glory,2012,2.5938,5.97617,2,2,90,0,0,0,0,0,0,0,0,0,0
96765,CardFight!! Vanguard,2011,2.8,5.55354,2,2,20,0,0,0,0,0,0,0,0,0,0
96792,The Road to Canterbury,2011,2.25,5.98374,2,3,60,10,1,1,1,0,0,0,0,0,0
96848,Mage Knight Board Game,2011,4.3275,7.87988,1,4,240,14,0,1,1,0,0,0,0,0,0
96913,Lancaster,2011,2.9886,7.02747,2,5,60,10,0,0,1,0,0,0,0,0,0
97093,Cherokee,2011,1.8333,5.55505,2,4,30,10,0,0,0,0,0,0,0,0,0
97094,Dark Minions,2011,2.1538,5.60278,3,5,60,10,0,0,1,0,0,0,0,0,0
97207,Dungeon Petz,2011,3.6198,7.21947,2,4,90,13,0,1,1,0,0,0,0,0,0
97248,Judge Dredd Miniatures Game,2011,3.2,5.5323,2,0,180,12,1,0,0,0,0,0,0,0,0
97273,Upon a Salty Ocean,2011,2.8971,5.78304,2,4,120,13,0,0,1,0,0,0,0,0,0
97287,Great Western,2011,1.75,5.49522,2,4,40,10,0,0,0,0,0,0,0,0,0
97329,El mundo de Águila Roja,2011,2,5.5303,2,4,45,14,0,0,0,0,0,0,0,0,0
97332,Malifaux Rules Manual,2011,3.75,5.56788,2,2,120,14,0,0,0,0,0,0,0,0,0
97339,Compañeros,2011,1.6,5.50525,3,6,20,10,0,0,0,0,0,0,0,0,0
97357,Sunrise City,2012,2.3378,5.92557,2,4,60,10,1,0,1,0,1,0,0,0,0
97377,Hail Caesar: Battles with Model Soldiers in the Ancient Era,2011,3.0588,5.58594,2,8,240,0,0,0,0,1,0,0,0,0,0
97432,The Phoenix Syndicate,2019,3.3333,5.53187,2,4,90,14,1,0,0,0,0,0,0,0,0
97433,Les victoires du Maréchal de Saxe: Fontenoy 1745 – Lauffeld 1747,2011,2.5333,5.54191,2,2,200,10,0,0,0,1,0,0,0,0,0
97469,Blokus Junior,2010,1.5,5.53296,2,0,15,5,0,0,0,0,0,0,0,0,0
97494,Nordwind 1945,2011,2,5.53062,2,0,120,0,0,0,0,1,0,0,0,0,0
97512,For the Crown,2011,2.8,5.53624,2,2,30,12,0,0,1,0,0,0,1,0,0
97521,Disaster on K2,2011,1.8571,5.53615,1,2,60,13,0,0,0,0,0,0,0,0,0
97582,Kwizniac,2009,1.3333,5.51837,2,0,0,12,0,0,0,0,0,0,0,0,0
97655,Space Maze,2011,2.1481,5.55094,2,4,45,12,0,0,0,0,1,0,0,0,0
97683,South African Railroads,2011,3.125,5.63938,3,6,40,0,0,0,0,0,0,0,0,0,0
97747,Electronic Taboo,2001,1,5.52853,4,0,0,0,0,0,0,0,0,0,0,0,0
97751,Hit the Throttle!,2010,1,5.52871,2,5,15,4,0,0,0,0,0,0,0,0,1
97786,Small World Underground,2011,2.5875,6.96053,2,5,90,8,0,0,1,0,1,0,0,0,0
97803,Penny Arcade: The Game – Gamers vs. Evil,2011,2.2414,5.81324,2,4,45,15,0,0,1,0,0,0,0,0,0
97824,Sanitarium,2012,2,5.4865,1,4,30,14,1,0,0,0,0,0,0,0,0
97842,Last Will,2011,2.7231,6.92624,2,5,75,14,0,0,1,0,0,0,0,0,0
97875,Wiraqocha,2011,2.6667,5.73773,2,4,60,12,0,0,1,0,0,0,0,0,0
97888,Monopoly: Doctor Who,2011,2,5.48231,2,8,90,8,0,0,0,0,0,0,0,0,0
97903,Terror in Meeple City,2013,1.4796,6.58218,2,4,45,8,0,0,0,0,1,0,0,0,0
97915,Bios: Megafauna,2011,3.6875,5.93963,1,4,120,12,0,1,1,0,0,0,0,0,0
97939,Lyssan,2012,3.6818,5.59882,2,4,180,12,1,0,1,1,0,0,0,0,0
97990,UNO Roboto,2011,1.375,5.51121,2,10,39,6,0,0,0,0,0,0,0,0,0
98046,Sake & Samurai,2011,2.2273,5.52692,3,8,45,13,0,0,0,0,0,0,0,1,0
98085,Seven Dragons,2011,1.3163,5.87079,2,5,30,6,0,0,0,0,1,0,0,0,0
98122,Monster Trap,2011,1.1579,5.60078,2,4,20,6,0,0,0,0,0,0,0,0,1
98189,Casse-toi Pov'con!,2011,1.1429,5.49012,2,6,15,12,0,0,0,0,0,0,0,0,0
98197,Labyrinth: The Paths of Destiny,2011,2,5.51464,2,6,45,10,0,0,0,0,0,0,0,0,0
98203,Redakai,2011,1.6667,5.48251,2,2,20,6,0,0,0,0,0,1,0,0,0
98229,Pictomania,2011,1.5185,6.68554,3,6,25,9,0,0,0,0,0,0,0,1,0
98242,Star Trek Deck Building Game: The Next Generation,2011,2.4783,5.85836,2,5,90,13,0,1,0,0,0,1,0,0,0
98261,The Lord of the Rings: The Two Towers,2002,0,5.54909,2,0,120,12,0,0,0,0,0,0,0,0,0
98315,The Adventurers: The Pyramid of Horus,2011,1.7434,6.18439,2,6,45,13,0,1,0,0,1,0,0,0,0
98347,Empires of the Void,2012,2.9167,5.83809,2,4,120,12,1,1,1,0,0,0,0,0,0
98350,Kamakura,2011,1.3333,5.47669,2,4,5,13,1,0,0,0,0,0,0,0,0
98351,Core Worlds,2011,2.8941,6.67604,2,5,120,10,0,0,1,0,0,0,0,0,0
98352,O Último Grande Campeão,2011,1.3333,5.52293,3,6,45,14,0,0,0,0,0,0,0,0,0
98371,Jolly Octopus,2010,1,5.48415,2,5,10,4,0,0,0,0,0,0,0,0,0
98426,Super Tock 6,0,0,5.5017,2,6,45,0,0,0,0,0,0,0,0,0,0
98443,Dark Horse,2012,2.6667,5.67261,1,4,90,10,1,0,1,0,0,0,0,0,0
98472,Strain,2011,2.2143,5.50091,3,7,60,10,0,0,1,0,1,0,0,0,0
98475,7 Islands,2011,2.75,5.53211,1,4,50,10,0,0,0,0,0,0,0,0,0
98527,Gloom of Kilforth: A Fantasy Quest Game,2017,3.1039,6.41664,1,4,180,13,1,1,0,0,0,0,0,0,0
98529,Disney Pixar Cars 2 Sorry Sliders: World Grand Prix Race Edition,2011,1.0909,5.57027,2,4,15,6,0,0,0,0,1,0,0,0,1
98739,Byzantio,2013,2.2105,5.5773,2,4,60,10,1,0,1,0,1,0,0,0,0
98762,Test of Fire: Bull Run 1861,2011,1.8723,5.67086,2,2,45,10,0,0,0,1,0,0,0,0,0
98778,Hanabi,2010,1.6963,6.9753,2,5,25,8,0,0,0,0,1,0,0,0,0
98780,Aether Captains: The Search,2011,1.6,5.52276,2,2,20,10,0,0,0,0,0,0,0,0,0
98857,White Elephant,2011,1,5.48868,3,7,15,8,1,0,0,0,0,0,0,0,0
98918,Bios: Genesis,2016,4.3885,6.20482,1,4,120,12,1,1,0,0,0,0,0,0,0
98931,Pirates of the Caribbean: Master of the Seas Strategy Game,2011,2.3333,5.52919,2,4,60,9,0,0,0,0,0,0,0,0,0
98960,Rogue Agent,2013,2.2857,5.51869,1,4,90,12,0,0,0,0,0,0,0,0,0
98975,Boudicca: The Warrior Queen,2012,2.5,5.58258,1,2,180,0,0,0,0,1,0,0,0,0,0
98978,Take-Back-Toe,2011,1.4286,5.5097,2,2,6,0,0,0,0,0,0,0,0,0,0
99038,Monkeyland,2011,1.0909,5.50567,2,5,15,5,0,0,0,0,0,0,0,0,1
99042,The American Revolution: Decision in North America,2011,2.75,5.55303,2,2,300,0,0,0,0,1,0,0,0,0,0
99044,The Battle of Lepanto,2011,2.625,5.51606,1,2,0,0,0,0,0,1,0,0,0,0,0
99062,Famous Divisions: Grossdeutschland Panzer,2011,2.5714,5.52227,1,0,600,0,0,0,0,1,0,0,0,0,0
99078,Divided Republic,2012,2.8889,5.63766,2,4,180,16,1,0,1,0,0,0,0,0,0
99079,The Walking Dead Board Game,2011,1.7568,5.32598,1,4,45,16,0,0,0,0,0,0,0,0,0
99081,Bears!,2011,1.0196,5.57992,2,4,20,7,0,0,0,0,1,0,0,0,0
99097,Food Fight,2011,1.7556,5.63157,2,6,30,13,0,0,1,0,1,0,0,0,0
99120,The Walking Dead: The Board Game,2011,2.0267,5.55119,1,6,60,13,0,1,0,0,0,0,0,0,0
99130,Dawn of the Zeds,2011,2.64,5.64627,1,1,45,13,0,1,0,1,0,0,0,0,0
99131,The Alamo Remembered,2011,1.8889,5.53209,1,2,30,10,0,0,0,1,0,0,0,0,0
99132,2019: The ARCTIC,2011,3.5294,5.59776,2,4,120,12,0,0,0,0,0,0,0,0,0
99166,Monza: Das Kartenspiel,2011,1,5.50676,2,6,15,4,0,0,0,0,0,0,0,0,0
99219,Swish,2011,1.2632,5.65192,2,6,10,8,0,0,0,0,1,0,1,0,0
99227,Rallytaire,2011,1.25,5.51485,1,1,10,8,0,0,0,0,0,0,0,0,0
99254,Monopoly: The Lord of the Rings Collectors Edition,2005,2.3,5.48619,2,6,90,8,0,0,0,0,0,0,0,0,0
99286,Raiding Parties: Golden Age of Piracy,2012,1.6667,5.49927,2,4,30,10,1,0,0,0,0,0,0,0,0
99308,Hike,2011,1.4706,5.53652,3,8,30,7,0,0,0,0,0,0,0,0,0
99310,WayWord,2011,1.8889,5.53651,2,4,60,10,0,0,0,0,0,0,0,0,0
99312,Feudality,2011,2.1897,5.80241,2,6,90,10,0,0,1,0,1,0,0,0,0
99313,Proud Monster Deluxe,2011,3.5625,5.58324,2,6,1500,0,0,0,0,1,0,0,0,0,0
99358,Stonewall Jackson's Way II: Battles of Bull Run,2013,3.6538,5.88658,2,2,720,0,0,0,0,1,0,0,0,0,0
99392,Colonial: Europe's Empires Overseas,2011,3.4722,6.04141,2,6,120,14,1,1,1,0,0,0,0,0,0
99437,Rumble in the House,2011,1.0526,5.69387,3,6,20,8,0,0,0,0,1,0,0,1,0
99459,Banjooli Xeet,2013,1.15,5.66127,2,5,30,8,0,0,0,0,1,0,0,0,0
99479,Mare Balticum,2011,1.7273,5.61536,3,5,30,6,0,0,0,0,1,0,0,0,0
99573,Lock 'n Load Tactical: Heroes of the Pacific,2015,3.7778,5.64782,2,2,240,12,0,0,0,1,0,0,0,0,0
99630,Rolling Stock,2011,3.8947,5.75196,3,5,240,0,0,0,1,0,0,0,0,0,0
99655,Swinging Jivecat Voodoo Lounge,2016,2.625,5.62118,2,5,60,21,1,1,1,0,0,0,0,0,0
99696,Briscola Chiamata,1800,2,5.57945,5,5,10,9,0,0,0,0,0,0,0,0,0
99698,Micro Space Empire,2011,1.1765,5.55704,1,1,10,0,0,1,0,0,0,0,0,0,0
99707,Artefakt,2011,1.2857,5.50828,2,4,30,10,0,0,0,0,0,0,0,0,0
99770,Arcanum,2011,2.64,5.56815,3,5,45,10,0,0,1,0,0,0,0,0,0
99777,Lupin the 3rd,2011,2.5385,5.53109,2,5,90,14,0,1,0,0,0,0,0,0,0
99791,Road to Enlightenment,2012,3.1538,5.53025,2,7,150,12,1,0,1,0,0,0,0,0,0
99808,Pizza Theory,2012,1.6,5.63411,2,3,15,6,1,0,0,0,0,0,1,0,0
99875,Martian Dice,2011,1.069,5.93943,2,99,10,8,0,0,0,0,1,0,0,0,0
99880,Drop Site,2011,1.5714,5.5204,2,4,40,8,0,0,0,0,0,0,0,0,0
99881,Triominos Gold,2008,1.5,5.5111,1,6,20,6,0,0,0,0,0,0,0,0,0
99918,W.W.B,2011,3,5.40948,2,2,0,0,0,1,0,0,0,0,1,0,0
99935,Keep Up The Fire!: The Boxer Rebellion,2011,1.8571,5.58359,1,1,50,13,0,0,0,1,0,0,0,0,0
99949,Eragra: The Game of Eras and the First Step,2011,3.5,5.47915,2,4,90,11,1,0,1,0,0,1,0,0,0
99975,Timeline: Discoveries,2011,1.1739,6.31674,2,8,15,8,0,0,0,0,1,0,0,1,0
99976,Alien Menace,2011,1.8,5.5538,2,2,30,12,0,0,0,0,0,0,0,0,0
99992,Kill Shot,2011,1.1667,5.46558,2,5,20,0,0,0,0,0,0,0,0,0,0
100015,Zoom Zoom Ka-Boom!!,2011,2,5.51907,3,6,30,6,0,0,0,0,0,0,0,0,0
